gene_id,seqid,gene_type_raw,gene_name,mgi_id,gene_type
ENSMUSG00000028284.13,chr4,protein_coding,Map3k7,MGI:1346877,protein-coding gene
ENSMUSG00000084201.1,chr4,processed_pseudogene,Gm11926,MGI:3651637,pseudogene
ENSMUSG00000084440.1,chr4,snRNA,Gm26254,MGI:5456031,snRNA
ENSMUSG00000082398.1,chr4,processed_pseudogene,Gm11927,MGI:3651638,pseudogene
ENSMUSG00000083872.1,chr4,processed_pseudogene,Gm11928,MGI:3651635,pseudogene
ENSMUSG00000083564.1,chr4,processed_pseudogene,Gm11929,MGI:3651490,pseudogene
ENSMUSG00000040270.16,chr4,protein_coding,Bach2,MGI:894679,protein-coding gene
ENSMUSG00000087049.1,chr4,lncRNA,Bach2it1,MGI:3651084,lncRNA
ENSMUSG00000084611.1,chr4,misc_RNA,Gm24371,MGI:5454148,misc_RNA
ENSMUSG00000086150.1,chr4,lncRNA,Bach2os,MGI:3041246,lncRNA
ENSMUSG00000051056.5,chr4,protein_coding,Gja10,MGI:1339969,protein-coding gene
ENSMUSG00000081879.1,chr4,processed_pseudogene,Gm11933,MGI:3649256,pseudogene
ENSMUSG00000028282.12,chr4,protein_coding,Casp8ap2,MGI:1349399,protein-coding gene
ENSMUSG00000081592.1,chr4,processed_pseudogene,Gm11936,MGI:3650814,pseudogene
ENSMUSG00000058006.12,chr4,protein_coding,Mdn1,MGI:1926159,protein-coding gene
ENSMUSG00000045854.4,chr4,protein_coding,Lyrm2,MGI:1917573,protein-coding gene
ENSMUSG00000040183.13,chr4,protein_coding,Ankrd6,MGI:2154278,protein-coding gene
ENSMUSG00000083565.1,chr4,processed_pseudogene,Gm11941,MGI:3650609,pseudogene
ENSMUSG00000094344.1,chr4,processed_pseudogene,Gm11942,MGI:3650608,pseudogene
ENSMUSG00000028278.14,chr4,protein_coding,Rragd,MGI:1098604,protein-coding gene
ENSMUSG00000081025.1,chr4,processed_pseudogene,Gm11943,MGI:3650545,pseudogene
ENSMUSG00000085037.1,chr4,lncRNA,4933421O10Rik,MGI:1918323,lncRNA
ENSMUSG00000028277.13,chr4,protein_coding,Ube2j1,MGI:1926245,protein-coding gene
ENSMUSG00000082851.1,chr4,processed_pseudogene,Gm11931,MGI:3652123,pseudogene
ENSMUSG00000023267.10,chr4,protein_coding,Gabrr2,MGI:95626,protein-coding gene
ENSMUSG00000028280.9,chr4,protein_coding,Gabrr1,MGI:95625,protein-coding gene
ENSMUSG00000054659.13,chr4,protein_coding,Pm20d2,MGI:2685270,protein-coding gene
ENSMUSG00000083887.1,chr4,processed_pseudogene,Gm11930,MGI:3650032,pseudogene
ENSMUSG00000054679.8,chr4,protein_coding,Srsf12,MGI:2661424,protein-coding gene
ENSMUSG00000040128.9,chr4,protein_coding,Pnrc1,MGI:1917838,protein-coding gene
ENSMUSG00000086127.1,chr4,lncRNA,Gm11934,MGI:3649212,lncRNA
ENSMUSG00000028274.17,chr4,protein_coding,Rngtt,MGI:1329041,protein-coding gene
ENSMUSG00000098310.1,chr4,miRNA,Mir8118,MGI:5531336,miRNA
ENSMUSG00000081206.1,chr4,processed_pseudogene,Gm11935,MGI:3650811,pseudogene
ENSMUSG00000096184.1,chr4,miRNA,Gm23304,MGI:5453081,miRNA
ENSMUSG00000077397.1,chr4,snoRNA,Gm24341,MGI:5454118,snoRNA
ENSMUSG00000044288.6,chr4,protein_coding,Cnr1,MGI:104615,protein-coding gene
ENSMUSG00000089414.1,chr4,snoRNA,Gm22010,MGI:5451787,snoRNA
ENSMUSG00000028264.16,chr4,protein_coding,Spaca1,MGI:1914902,protein-coding gene
ENSMUSG00000087841.1,chr4,snRNA,Gm25623,MGI:5455400,snRNA
ENSMUSG00000087602.1,chr4,lncRNA,Gm12753,MGI:3652140,lncRNA
ENSMUSG00000062554.7,chr4,processed_pseudogene,Gm12751,MGI:3651049,pseudogene
ENSMUSG00000081384.1,chr4,processed_pseudogene,Gm12752,MGI:3650845,pseudogene
ENSMUSG00000082649.1,chr4,processed_pseudogene,Gm12754,MGI:3651052,pseudogene
ENSMUSG00000087758.1,chr4,misc_RNA,Gm23466,MGI:5453243,misc_RNA
ENSMUSG00000084119.1,chr4,processed_pseudogene,Gm12351,MGI:3650346,pseudogene
ENSMUSG00000095588.1,chr4,processed_pseudogene,Gm12350,MGI:3649478,pseudogene
ENSMUSG00000028291.7,chr4,protein_coding,Akirin2,MGI:1889364,protein-coding gene
ENSMUSG00000040044.11,chr4,protein_coding,Orc3,MGI:1354944,protein-coding gene
ENSMUSG00000028292.14,chr4,protein_coding,Rars2,MGI:1923596,protein-coding gene
ENSMUSG00000028293.14,chr4,protein_coding,Slc35a1,MGI:1345622,protein-coding gene
ENSMUSG00000088338.1,chr4,misc_RNA,Gm22849,MGI:5452626,misc_RNA
ENSMUSG00000028294.15,chr4,protein_coding,Cfap206,MGI:1916579,protein-coding gene
ENSMUSG00000071015.2,chr4,protein_coding,Gm136,MGI:2684982,protein-coding gene
ENSMUSG00000028295.14,chr4,protein_coding,Smim8,MGI:1913541,protein-coding gene
ENSMUSG00000039967.14,chr4,protein_coding,Zfp292,MGI:1353423,protein-coding gene
ENSMUSG00000082367.1,chr4,processed_pseudogene,Gm12363,MGI:3652293,pseudogene
ENSMUSG00000028298.10,chr4,protein_coding,Cga,MGI:88390,protein-coding gene
ENSMUSG00000085824.7,chr4,lncRNA,Platr9,MGI:1920946,lncRNA
ENSMUSG00000083956.1,chr4,processed_pseudogene,Gm12361,MGI:3652291,pseudogene
ENSMUSG00000082709.1,chr4,processed_pseudogene,Gm12362,MGI:3652292,pseudogene
ENSMUSG00000073910.10,chr4,protein_coding,Mob3b,MGI:2664539,protein-coding gene
ENSMUSG00000086792.1,chr4,lncRNA,Gm12364,MGI:3649785,lncRNA
ENSMUSG00000042993.6,chr4,protein_coding,Ifnk,MGI:2683287,protein-coding gene
ENSMUSG00000028300.14,chr4,protein_coding,C9orf72,MGI:1920455,protein-coding gene
ENSMUSG00000082762.1,chr4,processed_pseudogene,Gm12366,MGI:3649557,pseudogene
ENSMUSG00000084828.1,chr4,lncRNA,Gm12367,MGI:3649554,lncRNA
ENSMUSG00000083934.1,chr4,processed_pseudogene,Gm12368,MGI:3649555,pseudogene
ENSMUSG00000083851.1,chr4,processed_pseudogene,Gm12365,MGI:3649559,pseudogene
ENSMUSG00000045083.14,chr4,protein_coding,Lingo2,MGI:2442298,protein-coding gene
ENSMUSG00000082169.1,chr4,processed_pseudogene,Gm12369,MGI:3652093,pseudogene
ENSMUSG00000084352.1,chr4,processed_pseudogene,Gm12370,MGI:3652094,pseudogene
ENSMUSG00000077851.1,chr4,miRNA,Mir876,MGI:3718566,miRNA
ENSMUSG00000078057.1,chr4,miRNA,Mir873a,MGI:3718563,miRNA
ENSMUSG00000106425.1,chr4,miRNA,Mir873b,MGI:5562760,miRNA
ENSMUSG00000087843.1,chr4,snRNA,Gm23314,MGI:5453091,snRNA
ENSMUSG00000084898.1,chr4,lncRNA,Gm12371,MGI:3652322,lncRNA
ENSMUSG00000080969.1,chr4,processed_pseudogene,Taf9-ps,MGI:3650289,pseudogene
ENSMUSG00000082732.1,chr4,processed_pseudogene,Rpl23a-ps6,MGI:3652320,pseudogene
ENSMUSG00000086026.1,chr4,lncRNA,Gm12374,MGI:3652319,lncRNA
ENSMUSG00000088718.1,chr4,snoRNA,Gm22732,MGI:5452509,snoRNA
ENSMUSG00000083983.1,chr4,processed_pseudogene,Gm12375,MGI:3652318,pseudogene
ENSMUSG00000080057.2,chr4,processed_pseudogene,Gm12378,MGI:3651610,pseudogene
ENSMUSG00000082899.1,chr4,processed_pseudogene,Gm12379,MGI:3651855,pseudogene
ENSMUSG00000084148.1,chr4,processed_pseudogene,Gm12380,MGI:3651854,pseudogene
ENSMUSG00000085632.1,chr4,lncRNA,Gm12381,MGI:3651851,lncRNA
ENSMUSG00000081427.1,chr4,processed_pseudogene,Gm12382,MGI:3651853,pseudogene
ENSMUSG00000065344.1,chr4,snRNA,Gm25581,MGI:5455358,snRNA
ENSMUSG00000082238.1,chr4,processed_pseudogene,Gm12383,MGI:3651852,pseudogene
ENSMUSG00000077738.1,chr4,snoRNA,Gm23607,MGI:5453384,snoRNA
ENSMUSG00000090839.1,chr4,lncRNA,Gm17094,MGI:4937921,lncRNA
ENSMUSG00000028287.4,chr4,protein_coding,1700009N14Rik,MGI:1922721,protein-coding gene
ENSMUSG00000082302.1,chr4,processed_pseudogene,Gm12385,MGI:3651224,pseudogene
ENSMUSG00000083271.1,chr4,processed_pseudogene,Gm12384,MGI:3651222,pseudogene
ENSMUSG00000082022.1,chr4,processed_pseudogene,Gm12386,MGI:3651977,pseudogene
ENSMUSG00000088339.1,chr4,snRNA,Gm22850,MGI:5452627,snRNA
ENSMUSG00000084220.1,chr4,processed_pseudogene,Gm12387,MGI:3651413,pseudogene
ENSMUSG00000088526.1,chr4,snRNA,Gm26087,MGI:5455864,snRNA
ENSMUSG00000083202.1,chr4,processed_pseudogene,Gm12388,MGI:3651412,pseudogene
ENSMUSG00000081352.1,chr4,processed_pseudogene,Gm12389,MGI:3650084,pseudogene
ENSMUSG00000028405.9,chr4,protein_coding,Aco1,MGI:87879,protein-coding gene
ENSMUSG00000040296.15,chr4,protein_coding,Ddx58,MGI:2442858,protein-coding gene
ENSMUSG00000036822.6,chr4,protein_coding,Topors,MGI:2146189,protein-coding gene
ENSMUSG00000028407.4,chr4,protein_coding,Smim27,MGI:1913684,protein-coding gene
ENSMUSG00000071014.10,chr4,protein_coding,Ndufb6,MGI:2684983,protein-coding gene
ENSMUSG00000087137.1,chr4,lncRNA,4930509K18Rik,MGI:1923069,lncRNA
ENSMUSG00000089585.1,chr4,snoRNA,Gm23338,MGI:5453115,snoRNA
ENSMUSG00000046593.3,chr4,protein_coding,Tmem215,MGI:2444167,protein-coding gene
ENSMUSG00000086355.1,chr4,lncRNA,4933428C19Rik,MGI:1918543,lncRNA
ENSMUSG00000081720.1,chr4,processed_pseudogene,Gm12391,MGI:3650809,pseudogene
ENSMUSG00000028411.15,chr4,protein_coding,Aptx,MGI:1913658,protein-coding gene
ENSMUSG00000082008.1,chr4,processed_pseudogene,Gm12390,MGI:3650810,pseudogene
ENSMUSG00000028410.13,chr4,protein_coding,Dnaja1,MGI:1270129,protein-coding gene
ENSMUSG00000065452.1,chr4,miRNA,Mir207,MGI:2676882,miRNA
ENSMUSG00000028409.11,chr4,protein_coding,Smu1,MGI:1915546,protein-coding gene
ENSMUSG00000056412.6,chr4,processed_pseudogene,Psenen-ps,MGI:3649201,pseudogene
ENSMUSG00000028413.13,chr4,protein_coding,B4galt1,MGI:95705,protein-coding gene
ENSMUSG00000096377.1,chr4,miRNA,Mir5123,MGI:4950448,miRNA
ENSMUSG00000094959.1,chr4,miRNA,Gm24112,MGI:5453889,miRNA
ENSMUSG00000095871.1,chr4,miRNA,Gm25931,MGI:5455708,miRNA
ENSMUSG00000081309.3,chr4,processed_pseudogene,Gm12397,MGI:3649202,pseudogene
ENSMUSG00000028415.4,chr4,protein_coding,Spink4,MGI:1341848,protein-coding gene
ENSMUSG00000028416.12,chr4,protein_coding,Bag1,MGI:108047,protein-coding gene
ENSMUSG00000028419.5,chr4,protein_coding,Chmp5,MGI:1924209,protein-coding gene
ENSMUSG00000028423.15,chr4,protein_coding,Nfx1,MGI:1921414,protein-coding gene
ENSMUSG00000092862.1,chr4,miRNA,Mir3094,MGI:4834308,miRNA
ENSMUSG00000028427.13,chr4,protein_coding,Aqp7,MGI:1314647,protein-coding gene
ENSMUSG00000088154.1,chr4,snRNA,Gm25637,MGI:5455414,snRNA
ENSMUSG00000028435.8,chr4,protein_coding,Aqp3,MGI:1333777,protein-coding gene
ENSMUSG00000028430.14,chr4,protein_coding,Nol6,MGI:2140151,protein-coding gene
ENSMUSG00000081437.1,chr4,processed_pseudogene,Gm12402,MGI:3650110,pseudogene
ENSMUSG00000036241.3,chr4,protein_coding,Ube2r2,MGI:1914865,protein-coding gene
ENSMUSG00000082186.2,chr4,processed_pseudogene,Gm12403,MGI:3650109,pseudogene
ENSMUSG00000087730.1,chr4,snRNA,Gm24650,MGI:5454427,snRNA
ENSMUSG00000028433.14,chr4,protein_coding,Ubap2,MGI:1916176,protein-coding gene
ENSMUSG00000089265.1,chr4,snoRNA,Gm22888,MGI:5452665,snoRNA
ENSMUSG00000089308.1,chr4,snoRNA,Gm24837,MGI:5454614,snoRNA
ENSMUSG00000093562.1,chr4,snoRNA,Gm23090,MGI:5452867,snoRNA
ENSMUSG00000081866.1,chr4,processed_pseudogene,Gm12401,MGI:3651578,pseudogene
ENSMUSG00000028436.8,chr4,protein_coding,Dcaf12,MGI:1916220,protein-coding gene
ENSMUSG00000065873.1,chr4,rRNA,n-R5s183,MGI:4422048,rRNA
ENSMUSG00000087938.1,chr4,snRNA,Gm26049,MGI:5455826,snRNA
ENSMUSG00000088528.1,chr4,snRNA,Gm26084,MGI:5455861,snRNA
ENSMUSG00000028437.14,chr4,protein_coding,Ubap1,MGI:2149543,protein-coding gene
ENSMUSG00000028438.16,chr4,protein_coding,Kif24,MGI:1918345,protein-coding gene
ENSMUSG00000028443.6,chr4,protein_coding,Nudt2,MGI:1913651,protein-coding gene
ENSMUSG00000046312.4,chr4,protein_coding,Myorg,MGI:2140300,protein-coding gene
ENSMUSG00000028441.12,chr4,protein_coding,1110017D15Rik,MGI:1920971,protein-coding gene
ENSMUSG00000036162.3,chr4,lncRNA,Fam219aos,MGI:1924242,lncRNA
ENSMUSG00000028439.14,chr4,protein_coding,Fam219a,MGI:1919151,protein-coding gene
ENSMUSG00000087623.1,chr4,lncRNA,Gm12404,MGI:3649601,lncRNA
ENSMUSG00000061322.15,chr4,protein_coding,Dnaic1,MGI:1916172,protein-coding gene
ENSMUSG00000028445.7,chr4,protein_coding,Enho,MGI:1916888,protein-coding gene
ENSMUSG00000084761.1,chr4,lncRNA,Gm12406,MGI:3650626,lncRNA
ENSMUSG00000087054.1,chr4,lncRNA,Gm12405,MGI:3649392,lncRNA
ENSMUSG00000028444.17,chr4,protein_coding,Cntfr,MGI:99605,protein-coding gene
ENSMUSG00000073889.10,chr4,protein_coding,Il11ra1,MGI:107426,protein-coding gene
ENSMUSG00000036114.3,chr4,protein_coding,Rpp25l,MGI:1917211,protein-coding gene
ENSMUSG00000028447.11,chr4,protein_coding,Dctn3,MGI:1859251,protein-coding gene
ENSMUSG00000066224.14,chr4,protein_coding,Arid3c,MGI:3650624,protein-coding gene
ENSMUSG00000036078.16,chr4,protein_coding,Sigmar1,MGI:1195268,protein-coding gene
ENSMUSG00000036073.17,chr4,protein_coding,Galt,MGI:95638,protein-coding gene
ENSMUSG00000073888.13,chr4,protein_coding,Ccl27a,MGI:1343459,protein-coding gene
ENSMUSG00000095298.2,chr4,unprocessed_pseudogene,Gm12407,MGI:3693096,pseudogene
ENSMUSG00000082962.3,chr4,unprocessed_pseudogene,Gm10601,MGI:3708690,pseudogene
ENSMUSG00000085730.7,chr4,lncRNA,Gm13307,MGI:3701135,lncRNA
ENSMUSG00000084010.1,chr4,unprocessed_pseudogene,Gm13302,MGI:3705777,pseudogene
ENSMUSG00000094065.1,chr4,protein_coding,Gm21541,MGI:5434896,protein-coding gene
ENSMUSG00000082902.3,chr4,unprocessed_pseudogene,Ccl19-ps1,MGI:1891387,pseudogene
ENSMUSG00000078747.9,chr4,protein_coding,Gm20878,MGI:5434234,protein-coding gene
ENSMUSG00000078746.2,chr4,protein_coding,Fam205a4,MGI:5434294,protein-coding gene
ENSMUSG00000082414.2,chr4,unprocessed_pseudogene,Gm13303,MGI:3705775,pseudogene
ENSMUSG00000096256.2,chr4,unprocessed_pseudogene,Gm21093,MGI:5434448,pseudogene
ENSMUSG00000103694.1,chr4,TEC,Gm37530,MGI:5610758,TEC
ENSMUSG00000095348.1,chr4,lncRNA,Gm3892,MGI:3782065,lncRNA
ENSMUSG00000118633.1,chr4,transcribed_unprocessed_pseudogene,CT868690.1,,pseudogene
ENSMUSG00000094293.1,chr4,protein_coding,Gm3893,MGI:3782066,protein-coding gene
ENSMUSG00000073878.3,chr4,protein_coding,Gm13304,MGI:3710514,protein-coding gene
ENSMUSG00000087577.1,chr4,lncRNA,Gm13299,MGI:3701133,lncRNA
ENSMUSG00000094162.1,chr4,unprocessed_pseudogene,Ccl19-ps3,MGI:1891391,pseudogene
ENSMUSG00000073877.10,chr4,protein_coding,Gm13306,MGI:3713752,protein-coding gene
ENSMUSG00000073876.3,chr4,protein_coding,Gm13305,MGI:3801997,protein-coding gene
ENSMUSG00000104526.1,chr4,TEC,1700045I11Rik,MGI:1920600,TEC
ENSMUSG00000091542.1,chr4,lncRNA,Gm17167,MGI:4937994,lncRNA
ENSMUSG00000118434.1,chr4,transcribed_unprocessed_pseudogene,Gm13301,MGI:3707230,pseudogene
ENSMUSG00000083929.4,chr4,transcribed_unprocessed_pseudogene,Gm10600,MGI:3710628,pseudogene
ENSMUSG00000096862.3,chr4,transcribed_unprocessed_pseudogene,Gm13301,MGI:3707230,pseudogene
ENSMUSG00000073879.4,chr4,unprocessed_pseudogene,Gm5859,MGI:3704096,pseudogene
ENSMUSG00000090338.2,chr4,unprocessed_pseudogene,Gm17081,MGI:4937908,pseudogene
ENSMUSG00000118458.1,chr4,transcribed_unprocessed_pseudogene,Gm10599,MGI:3710582,pseudogene
ENSMUSG00000118425.1,chr4,transcribed_unprocessed_pseudogene,Gm50470,MGI:6324740,pseudogene
ENSMUSG00000095675.2,chr4,protein_coding,Ccl21b,MGI:1349182,protein-coding gene
ENSMUSG00000118433.1,chr4,unprocessed_pseudogene,Gm50471,MGI:6324741,pseudogene
ENSMUSG00000096327.1,chr4,lncRNA,Gm21980,MGI:5439449,lncRNA
ENSMUSG00000094695.2,chr4,protein_coding,Gm21953,MGI:5439404,protein-coding gene
ENSMUSG00000093996.2,chr4,protein_coding,Fam205a3,MGI:5434953,protein-coding gene
ENSMUSG00000095234.2,chr4,protein_coding,Gm21586,MGI:5434941,protein-coding gene
ENSMUSG00000093909.2,chr4,unprocessed_pseudogene,Gm3883,MGI:3823028,pseudogene
ENSMUSG00000095779.2,chr4,unprocessed_pseudogene,Gm2163,MGI:3780332,pseudogene
ENSMUSG00000094066.1,chr4,protein_coding,Fam205a2,MGI:3701946,protein-coding gene
ENSMUSG00000095258.2,chr4,transcribed_unprocessed_pseudogene,Gm10593,MGI:3710526,pseudogene
ENSMUSG00000118603.1,chr4,unprocessed_pseudogene,BX666061.1,,pseudogene
ENSMUSG00000096596.2,chr4,protein_coding,Gm10591,MGI:3711256,protein-coding gene
ENSMUSG00000091938.3,chr4,unprocessed_pseudogene,Gm2564,MGI:3708691,pseudogene
ENSMUSG00000096826.2,chr4,protein_coding,Ccl27b,MGI:1891389,protein-coding gene
ENSMUSG00000078735.4,chr4,protein_coding,Il11ra2,MGI:109123,protein-coding gene
ENSMUSG00000102504.1,chr4,TEC,Gm21955,MGI:5439424,TEC
ENSMUSG00000054885.11,chr4,protein_coding,4930578G10Rik,MGI:1923202,protein-coding gene
ENSMUSG00000085910.1,chr4,lncRNA,Gm12395,MGI:3650610,lncRNA
ENSMUSG00000071005.7,chr4,protein_coding,Ccl19,MGI:1346316,protein-coding gene
ENSMUSG00000094686.1,chr4,protein_coding,Ccl21a,MGI:1349183,protein-coding gene
ENSMUSG00000078722.2,chr4,protein_coding,Gm12394,MGI:3649790,protein-coding gene
ENSMUSG00000078721.1,chr4,protein_coding,Fam205a1,MGI:3651059,protein-coding gene
ENSMUSG00000050141.13,chr4,protein_coding,Fam205c,MGI:2679716,protein-coding gene
ENSMUSG00000036062.13,chr4,protein_coding,Phf24,MGI:2140712,protein-coding gene
ENSMUSG00000036052.14,chr4,protein_coding,Dnajb5,MGI:1930018,protein-coding gene
ENSMUSG00000028451.12,chr4,protein_coding,1700022I11Rik,MGI:1914567,protein-coding gene
ENSMUSG00000028452.7,chr4,protein_coding,Vcp,MGI:99919,protein-coding gene
ENSMUSG00000028453.10,chr4,protein_coding,Fancg,MGI:1926471,protein-coding gene
ENSMUSG00000028454.16,chr4,protein_coding,Pigo,MGI:1861452,protein-coding gene
ENSMUSG00000028455.15,chr4,protein_coding,Stoml2,MGI:1913842,protein-coding gene
ENSMUSG00000036002.12,chr4,protein_coding,Fam214b,MGI:2441854,protein-coding gene
ENSMUSG00000096974.2,chr4,lncRNA,Gm26881,MGI:5477375,lncRNA
ENSMUSG00000028456.18,chr4,protein_coding,Unc13b,MGI:1342278,protein-coding gene
ENSMUSG00000077552.1,chr4,snoRNA,Gm23709,MGI:5453486,snoRNA
ENSMUSG00000089028.1,chr4,snRNA,Gm25010,MGI:5454787,snRNA
ENSMUSG00000028457.18,chr4,protein_coding,Atp8b5,MGI:2444287,protein-coding gene
ENSMUSG00000035969.15,chr4,protein_coding,Rusc2,MGI:2140371,protein-coding gene
ENSMUSG00000042788.12,chr4,protein_coding,Fam166b,MGI:2445194,protein-coding gene
ENSMUSG00000028458.12,chr4,protein_coding,Tesk1,MGI:1201675,protein-coding gene
ENSMUSG00000028459.11,chr4,protein_coding,Cd72,MGI:88345,protein-coding gene
ENSMUSG00000028460.6,chr4,protein_coding,Sit1,MGI:1889342,protein-coding gene
ENSMUSG00000115420.1,chr4,lncRNA,Rmrp,MGI:97937,lncRNA
ENSMUSG00000088088.1,chr4,ribozyme,Rmrp,MGI:97937,ribozyme
ENSMUSG00000028461.12,chr4,protein_coding,Ccdc107,MGI:1913423,protein-coding gene
ENSMUSG00000051517.14,chr4,protein_coding,Arhgef39,MGI:3036286,protein-coding gene
ENSMUSG00000087142.7,chr4,lncRNA,Gm12454,MGI:3649695,lncRNA
ENSMUSG00000028463.14,chr4,protein_coding,Car9,MGI:2447188,protein-coding gene
ENSMUSG00000028464.16,chr4,protein_coding,Tpm2,MGI:98810,protein-coding gene
ENSMUSG00000028465.16,chr4,protein_coding,Tln1,MGI:1099832,protein-coding gene
ENSMUSG00000028466.15,chr4,protein_coding,Creb3,MGI:99946,protein-coding gene
ENSMUSG00000028467.15,chr4,protein_coding,Gba2,MGI:2654325,protein-coding gene
ENSMUSG00000028468.15,chr4,protein_coding,Rgp1,MGI:1915956,protein-coding gene
ENSMUSG00000078719.2,chr4,protein_coding,Msmp,MGI:3652339,protein-coding gene
ENSMUSG00000085351.1,chr4,lncRNA,Gm12472,MGI:3649439,lncRNA
ENSMUSG00000092675.1,chr4,miRNA,Gm25262,MGI:5455039,miRNA
ENSMUSG00000086043.1,chr4,lncRNA,Gm12473,MGI:3652337,lncRNA
ENSMUSG00000028469.15,chr4,protein_coding,Npr2,MGI:97372,protein-coding gene
ENSMUSG00000066196.11,chr4,protein_coding,Spag8,MGI:3056295,protein-coding gene
ENSMUSG00000028470.10,chr4,protein_coding,Hint2,MGI:1916167,protein-coding gene
ENSMUSG00000043633.6,chr4,protein_coding,Fam221b,MGI:2441678,protein-coding gene
ENSMUSG00000043770.10,chr4,processed_pseudogene,Gm12481,MGI:3650743,pseudogene
ENSMUSG00000078716.10,chr4,protein_coding,Tmem8b,MGI:2441680,protein-coding gene
ENSMUSG00000088947.1,chr4,rRNA,Gm23257,MGI:5453034,rRNA
ENSMUSG00000050215.6,chr4,protein_coding,Olfr70,MGI:1860079,protein-coding gene
ENSMUSG00000046450.3,chr4,protein_coding,Olfr71,MGI:1860080,protein-coding gene
ENSMUSG00000071001.4,chr4,protein_coding,Hrct1,MGI:1917945,protein-coding gene
ENSMUSG00000028475.9,chr4,protein_coding,Spaar,MGI:1918656,protein-coding gene
ENSMUSG00000083417.1,chr4,unprocessed_pseudogene,Olfr269-ps1,MGI:3030103,pseudogene
ENSMUSG00000044801.1,chr4,protein_coding,Olfr159,MGI:1352686,protein-coding gene
ENSMUSG00000111338.1,chr4,polymorphic_pseudogene,Olfr29-ps1,MGI:1352685,pseudogene
ENSMUSG00000081329.1,chr4,processed_pseudogene,Gm12492,MGI:3651196,pseudogene
ENSMUSG00000110970.2,chr4,protein_coding,Olfr156,MGI:1352683,protein-coding gene
ENSMUSG00000111611.1,chr4,protein_coding,Olfr157,MGI:1352684,protein-coding gene
ENSMUSG00000071000.3,chr4,protein_coding,Olfr155,MGI:1352681,protein-coding gene
ENSMUSG00000028476.13,chr4,protein_coding,Reck,MGI:1855698,protein-coding gene
ENSMUSG00000099252.1,chr4,misc_RNA,Gm27265,MGI:5530647,misc_RNA
ENSMUSG00000028480.14,chr4,protein_coding,Glipr2,MGI:1917770,protein-coding gene
ENSMUSG00000070999.2,chr4,protein_coding,Ccin,MGI:3045316,protein-coding gene
ENSMUSG00000028478.18,chr4,protein_coding,Clta,MGI:894297,protein-coding gene
ENSMUSG00000028479.18,chr4,protein_coding,Gne,MGI:1354951,protein-coding gene
ENSMUSG00000088532.1,chr4,snRNA,Gm22706,MGI:5452483,snRNA
ENSMUSG00000087326.1,chr4,lncRNA,Gm12503,MGI:3651570,lncRNA
ENSMUSG00000084274.2,chr4,transcribed_processed_pseudogene,Gm12504,MGI:3651567,pseudogene
ENSMUSG00000035696.15,chr4,protein_coding,Rnf38,MGI:1920719,protein-coding gene
ENSMUSG00000092677.1,chr4,miRNA,Mir5106,MGI:4950426,miRNA
ENSMUSG00000035683.13,chr4,protein_coding,Melk,MGI:106924,protein-coding gene
ENSMUSG00000081127.1,chr4,processed_pseudogene,Gm12677,MGI:3651065,pseudogene
ENSMUSG00000083803.1,chr4,processed_pseudogene,Gm12455,MGI:3649235,pseudogene
ENSMUSG00000077587.1,chr4,snoRNA,Gm24376,MGI:5454153,snoRNA
ENSMUSG00000014030.15,chr4,protein_coding,Pax5,MGI:97489,protein-coding gene
ENSMUSG00000092761.1,chr4,miRNA,Mir5120,MGI:4950445,miRNA
ENSMUSG00000086211.1,chr4,lncRNA,Gm12462,MGI:3650646,lncRNA
ENSMUSG00000102880.1,chr4,TEC,4930517J16Rik,MGI:1921972,TEC
ENSMUSG00000103995.1,chr4,TEC,5730488B01Rik,MGI:1917852,TEC
ENSMUSG00000080916.3,chr4,processed_pseudogene,Gm12463,MGI:3650648,pseudogene
ENSMUSG00000035649.17,chr4,protein_coding,Zcchc7,MGI:2442912,protein-coding gene
ENSMUSG00000094842.1,chr4,miRNA,Gm22639,MGI:5452416,miRNA
ENSMUSG00000084854.1,chr4,lncRNA,Gm12678,MGI:3650923,lncRNA
ENSMUSG00000086000.1,chr4,lncRNA,Gm12493,MGI:3651194,lncRNA
ENSMUSG00000086205.1,chr4,lncRNA,Gm12679,MGI:3650924,lncRNA
ENSMUSG00000035637.14,chr4,protein_coding,Grhpr,MGI:1923488,protein-coding gene
ENSMUSG00000049657.9,chr4,protein_coding,Zbtb5,MGI:1924601,protein-coding gene
ENSMUSG00000070997.4,chr4,lncRNA,1700055D18Rik,MGI:1920655,lncRNA
ENSMUSG00000028318.14,chr4,protein_coding,Polr1e,MGI:1929022,protein-coding gene
ENSMUSG00000048232.12,chr4,protein_coding,Fbxo10,MGI:2686937,protein-coding gene
ENSMUSG00000078713.8,chr4,protein_coding,Tomm5,MGI:1915762,protein-coding gene
ENSMUSG00000082628.1,chr4,processed_pseudogene,Gm12566,MGI:3649827,pseudogene
ENSMUSG00000035615.12,chr4,protein_coding,Frmpd1,MGI:2446274,protein-coding gene
ENSMUSG00000086284.1,chr4,lncRNA,Frmpd1os,MGI:1925758,lncRNA
ENSMUSG00000035601.9,chr4,protein_coding,Trmt10b,MGI:1917184,protein-coding gene
ENSMUSG00000028322.11,chr4,protein_coding,Exosc3,MGI:1913612,protein-coding gene
ENSMUSG00000083541.1,chr4,processed_pseudogene,Gm12585,MGI:3650149,pseudogene
ENSMUSG00000035572.16,chr4,protein_coding,Dcaf10,MGI:2140179,protein-coding gene
