"entrez","hgnc_id","hgnc_gene","hgnc_symbol","gene_type"
"9600","9003","phosphatidylinositol transfer protein membrane associated 1","PITPNM1","protein-coding gene"
"5307","9004","paired like homeodomain 1","PITX1","protein-coding gene"
"5308","9005","paired like homeodomain 2","PITX2","protein-coding gene"
"5309","9006","paired like homeodomain 3","PITX3","protein-coding gene"
"9271","9007","piwi like RNA-mediated gene silencing 1","PIWIL1","protein-coding gene"
"5310","9008","polycystin 1, transient receptor potential channel interacting","PKD1","protein-coding gene"
"5311","9009","polycystin 2, transient receptor potential cation channel","PKD2","protein-coding gene"
"9033","9011","polycystin 2 like 1, transient receptor potential cation channel","PKD2L1","protein-coding gene"
"27039","9012","polycystin 2 like 2, transient receptor potential cation channel","PKD2L2","protein-coding gene"
"5312","9013","polycystic kidney disease 3 (autosomal dominant)","PKD3","phenotype"
"10343","9015","polycystin family receptor for egg jelly","PKDREJ","protein-coding gene"
"5314","9016","PKHD1, fibrocystin/polyductin","PKHD1","protein-coding gene"
"5569","9017","cAMP-dependent protein kinase inhibitor alpha","PKIA","protein-coding gene"
"5570","9018","cAMP-dependent protein kinase inhibitor beta","PKIB","protein-coding gene"
"11142","9019","cAMP-dependent protein kinase inhibitor gamma","PKIG","protein-coding gene"
"5313","9020","pyruvate kinase, liver and RBC","PKLR","protein-coding gene"
"5315","9021","pyruvate kinase, muscle","PKM","protein-coding gene"
"5316","9022","PBX/knotted 1 homeobox 1","PKNOX1","protein-coding gene"
"5317","9023","plakophilin 1","PKP1","protein-coding gene"
"5318","9024","plakophilin 2","PKP2","protein-coding gene"
"11187","9025","plakophilin 3","PKP3","protein-coding gene"
"8502","9026","plakophilin 4","PKP4","protein-coding gene"
"8399","9029","phospholipase A2 group X","PLA2G10","protein-coding gene"
"5319","9030","phospholipase A2 group IB","PLA2G1B","protein-coding gene"
"5320","9031","phospholipase A2 group IIA","PLA2G2A","protein-coding gene"
"391013","9032","phospholipase A2 group IIC","PLA2G2C","protein-coding gene"
"26279","9033","phospholipase A2 group IID","PLA2G2D","protein-coding gene"
"5321","9035","phospholipase A2 group IVA","PLA2G4A","protein-coding gene"
"100137049","9036","phospholipase A2 group IVB","PLA2G4B","protein-coding gene"
"8605","9037","phospholipase A2 group IVC","PLA2G4C","protein-coding gene"
"5322","9038","phospholipase A2 group V","PLA2G5","protein-coding gene"
"8398","9039","phospholipase A2 group VI","PLA2G6","protein-coding gene"
"7941","9040","phospholipase A2 group VII","PLA2G7","protein-coding gene"
"22925","9042","phospholipase A2 receptor 1","PLA2R1","protein-coding gene"
"9373","9043","phospholipase A2 activating protein","PLAA","protein-coding gene"
"10761","9044","placenta specific 1","PLAC1","protein-coding gene"
"5324","9045","PLAG1 zinc finger","PLAG1","protein-coding gene"
"5325","9046","PLAG1 like zinc finger 1","PLAGL1","protein-coding gene"
"5326","9047","PLAG1 like zinc finger 2","PLAGL2","protein-coding gene"
"5327","9051","plasminogen activator, tissue type","PLAT","protein-coding gene"
"5328","9052","plasminogen activator, urokinase","PLAU","protein-coding gene"
"5329","9053","plasminogen activator, urokinase receptor","PLAUR","protein-coding gene"
"5330","9055","phospholipase C beta 2","PLCB2","protein-coding gene"
"5331","9056","phospholipase C beta 3","PLCB3","protein-coding gene"
"26472","9057","protein phosphatase 1 regulatory inhibitor subunit 14B","PPP1R14B","protein-coding gene"
"50516","9058","protein phosphatase 1 regulatory inhibitor subunit 14B pseudogene 1","PPP1R14BP1","pseudogene"
"5332","9059","phospholipase C beta 4","PLCB4","protein-coding gene"
"5333","9060","phospholipase C delta 1","PLCD1","protein-coding gene"
"113026","9061","phospholipase C delta 3","PLCD3","protein-coding gene"
"84812","9062","phospholipase C delta 4","PLCD4","protein-coding gene"
"5334","9063","phospholipase C like 1 (inactive)","PLCL1","protein-coding gene"
"23228","9064","phospholipase C like 2","PLCL2","protein-coding gene"
"5335","9065","phospholipase C gamma 1","PLCG1","protein-coding gene"
"5336","9066","phospholipase C gamma 2","PLCG2","protein-coding gene"
"5337","9067","phospholipase D1","PLD1","protein-coding gene"
"5338","9068","phospholipase D2","PLD2","protein-coding gene"
"5339","9069","plectin","PLEC","protein-coding gene"
"5341","9070","pleckstrin","PLEK","protein-coding gene"
"5340","9071","plasminogen","PLG","protein-coding gene"
"5343","9072","plasminogen-like B1","PLGLB1","protein-coding gene"
"5342","9073","plasminogen-like B2","PLGLB2","protein-coding gene"
"285189","9074","plasminogen-like A (pseudogene)","PLGLA","pseudogene"
"5345","9075","serpin family F member 2","SERPINF2","protein-coding gene"
"5346","9076","perilipin 1","PLIN1","protein-coding gene"
"5347","9077","polo like kinase 1","PLK1","protein-coding gene"
"5350","9080","phospholamban","PLN","protein-coding gene"
"5351","9081","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1","PLOD1","protein-coding gene"
"5352","9082","procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2","protein-coding gene"
"8985","9083","procollagen-lysine,2-oxoglutarate 5-dioxygenase 3","PLOD3","protein-coding gene"
"5354","9086","proteolipid protein 1","PLP1","protein-coding gene"
"5355","9087","proteolipid protein 2","PLP2","protein-coding gene"
"5356","9089","pleiotropic regulator 1","PLRG1","protein-coding gene"
"5357","9090","plastin 1","PLS1","protein-coding gene"
"5358","9091","plastin 3","PLS3","protein-coding gene"
"5359","9092","phospholipid scramblase 1","PLSCR1","protein-coding gene"
"5360","9093","phospholipid transfer protein","PLTP","protein-coding gene"
"5361","9099","plexin A1","PLXNA1","protein-coding gene"
"5362","9100","plexin A2","PLXNA2","protein-coding gene"
"55558","9101","plexin A3","PLXNA3","protein-coding gene"
"91584","9102","plexin A4","PLXNA4","protein-coding gene"
"5364","9103","plexin B1","PLXNB1","protein-coding gene"
"23654","9104","plexin B2","PLXNB2","protein-coding gene"
"5365","9105","plexin B3","PLXNB3","protein-coding gene"
"10154","9106","plexin C1","PLXNC1","protein-coding gene"
"23129","9107","plexin D1","PLXND1","protein-coding gene"
"5366","9108","phorbol-12-myristate-13-acetate-induced protein 1","PMAIP1","protein-coding gene"
"5367","9109","pro-melanin concentrating hormone","PMCH","protein-coding gene"
"5369","9110","pro-melanin concentrating hormone like 1 (pseudogene)","PMCHL1","pseudogene"
"5370","9111","pro-melanin concentrating hormone like 2 (pseudogene)","PMCHL2","pseudogene"
"11243","9112","polyamine modulated factor 1","PMF1","protein-coding gene"
"5371","9113","promyelocytic leukemia","PML","protein-coding gene"
"5372","9114","phosphomannomutase 1","PMM1","protein-coding gene"
"5373","9115","phosphomannomutase 2","PMM2","protein-coding gene"
"390831","9116","phosphomannomutase 2 pseudogene 1","PMM2P1","pseudogene"
"5375","9117","peripheral myelin protein 2","PMP2","protein-coding gene"
"5376","9118","peripheral myelin protein 22","PMP22","protein-coding gene"
"9512","9119","peptidase, mitochondrial processing beta subunit","PMPCB","protein-coding gene"
"5378","9121","PMS1 homolog 1, mismatch repair system component","PMS1","protein-coding gene"
"5395","9122","PMS1 homolog 2, mismatch repair system component","PMS2","protein-coding gene"
"5379","9123","PMS1 homolog 2, mismatch repair system component pseudogene 1","PMS2P1","pseudogene"
"100288713","9124","PMS1 homolog 2, mismatch repair system component pseudogene 10","PMS2P10","pseudogene"
"107161145","9125","PMS1 homolog 2, mismatch repair system component pseudogene 11","PMS2P11","pseudogene"
"64599","9126","GRB10 interacting GYF protein 1","GIGYF1","protein-coding gene"
"5380","9127","PMS1 homolog 2, mismatch repair system component pseudogene 2","PMS2P2","pseudogene"
"5387","9128","PMS1 homolog 2, mismatch repair system component pseudogene 3","PMS2P3","pseudogene"
"5382","9129","PMS1 homolog 2, mismatch repair system component pseudogene 4","PMS2P4","pseudogene"
"5383","9130","PMS1 homolog 2, mismatch repair system component pseudogene 5","PMS2P5","pseudogene"
"100132832","9135","PMS1 homolog 2, mismatch repair system component pseudogene 9","PMS2P9","pseudogene"
"5393","9137","exosome component 9","EXOSC9","protein-coding gene"
"5394","9138","exosome component 10","EXOSC10","protein-coding gene"
"10654","9141","phosphomevalonate kinase","PMVK","protein-coding gene"
"5396","9142","paired related homeobox 1","PRRX1","protein-coding gene"
"8929","9143","paired like homeobox 2b","PHOX2B","protein-coding gene"
"25953","9153","paroxysmal nonkinesigenic dyskinesia","PNKD","protein-coding gene"
"11284","9154","polynucleotide kinase 3'-phosphatase","PNKP","protein-coding gene"
"5406","9155","pancreatic lipase","PNLIP","protein-coding gene"
"5407","9156","pancreatic lipase related protein 1","PNLIPRP1","protein-coding gene"
"5408","9157","pancreatic lipase related protein 2 (gene/pseudogene)","PNLIPRP2","protein-coding gene"
"9240","9158","paraneoplastic Ma antigen 1","PNMA1","protein-coding gene"
"10687","9159","paraneoplastic Ma antigen 2","PNMA2","protein-coding gene"
"5409","9160","phenylethanolamine N-methyltransferase","PNMT","protein-coding gene"
"5411","9162","pinin, desmosome associated protein","PNN","protein-coding gene"
"5368","9163","prepronociceptin","PNOC","protein-coding gene"
"5413","9164","septin 5","SEPT5","protein-coding gene"
"5414","9165","septin 4","SEPT4","protein-coding gene"
"5420","9171","podocalyxin like","PODXL","protein-coding gene"
"5422","9173","DNA polymerase alpha 1, catalytic subunit","POLA1","protein-coding gene"
"5423","9174","DNA polymerase beta","POLB","protein-coding gene"
"5424","9175","DNA polymerase delta 1, catalytic subunit","POLD1","protein-coding gene"
"5425","9176","DNA polymerase delta 2, accessory subunit","POLD2","protein-coding gene"
"5426","9177","DNA polymerase epsilon, catalytic subunit","POLE","protein-coding gene"
"5427","9178","DNA polymerase epsilon 2, accessory subunit","POLE2","protein-coding gene"
"5428","9179","DNA polymerase gamma, catalytic subunit","POLG","protein-coding gene"
"11232","9180","DNA polymerase gamma 2, accessory subunit","POLG2","protein-coding gene"
"5429","9181","DNA polymerase eta","POLH","protein-coding gene"
"11201","9182","DNA polymerase iota","POLI","protein-coding gene"
"51426","9183","DNA polymerase kappa","POLK","protein-coding gene"
"27343","9184","DNA polymerase lambda","POLL","protein-coding gene"
"27434","9185","DNA polymerase mu","POLM","protein-coding gene"
"10721","9186","DNA polymerase theta","POLQ","protein-coding gene"
"5430","9187","RNA polymerase II subunit A","POLR2A","protein-coding gene"
"5431","9188","RNA polymerase II subunit B","POLR2B","protein-coding gene"
"5432","9189","RNA polymerase II subunit C","POLR2C","protein-coding gene"
"54038","9190","RNA polymerase II subunit C pseudogene 1","POLR2CP1","pseudogene"
"5433","9191","RNA polymerase II subunit D","POLR2D","protein-coding gene"
"5434","9192","RNA polymerase II subunit E","POLR2E","protein-coding gene"
"5435","9193","RNA polymerase II subunit F","POLR2F","protein-coding gene"
"5436","9194","RNA polymerase II subunit G","POLR2G","protein-coding gene"
"5437","9195","RNA polymerase II subunit H","POLR2H","protein-coding gene"
"5438","9196","RNA polymerase II subunit I","POLR2I","protein-coding gene"
"5439","9197","RNA polymerase II subunit J","POLR2J","protein-coding gene"
"5440","9198","RNA polymerase II subunit K","POLR2K","protein-coding gene"
"5441","9199","RNA polymerase II subunit L","POLR2L","protein-coding gene"
"5442","9200","RNA polymerase mitochondrial","POLRMT","protein-coding gene"
"5443","9201","proopiomelanocortin","POMC","protein-coding gene"
"10585","9202","protein O-mannosyltransferase 1","POMT1","protein-coding gene"
"22932","9203","POM121 and ZP3 fusion","POMZP3","protein-coding gene"
"5444","9204","paraoxonase 1","PON1","protein-coding gene"
"5445","9205","paraoxonase 2","PON2","protein-coding gene"
"5446","9206","paraoxonase 3","PON3","protein-coding gene"
"9337","9207","CCR4-NOT transcription complex subunit 8","CNOT8","protein-coding gene"
"5447","9208","cytochrome p450 oxidoreductase","POR","protein-coding gene"
"5449","9210","POU class 1 homeobox 1","POU1F1","protein-coding gene"
"5450","9211","POU class 2 associating factor 1","POU2AF1","protein-coding gene"
"5451","9212","POU class 2 homeobox 1","POU2F1","protein-coding gene"
"5452","9213","POU class 2 homeobox 2","POU2F2","protein-coding gene"
"5453","9214","POU class 3 homeobox 1","POU3F1","protein-coding gene"
"5454","9215","POU class 3 homeobox 2","POU3F2","protein-coding gene"
"5455","9216","POU class 3 homeobox 3","POU3F3","protein-coding gene"
"5456","9217","POU class 3 homeobox 4","POU3F4","protein-coding gene"
"5457","9218","POU class 4 homeobox 1","POU4F1","protein-coding gene"
"5458","9219","POU class 4 homeobox 2","POU4F2","protein-coding gene"
"5459","9220","POU class 4 homeobox 3","POU4F3","protein-coding gene"
"5460","9221","POU class 5 homeobox 1","POU5F1","protein-coding gene"
"642559","9222","POU class 5 homeobox 1 pseudogene 3","POU5F1P3","pseudogene"
"5462","9223","POU class 5 homeobox 1B","POU5F1B","protein-coding gene"
"5463","9224","POU class 6 homeobox 1","POU6F1","protein-coding gene"
"8501","9225","solute carrier family 43 member 1","SLC43A1","protein-coding gene"
"5464","9226","pyrophosphatase (inorganic) 1","PPA1","protein-coding gene"
"56342","9227","peter pan homolog (Drosophila)","PPAN","protein-coding gene"
"8611","9228","phospholipid phosphatase 1","PLPP1","protein-coding gene"
"8613","9229","phospholipid phosphatase 3","PLPP3","protein-coding gene"
"8612","9230","phospholipid phosphatase 2","PLPP2","protein-coding gene"
"5465","9232","peroxisome proliferator activated receptor alpha","PPARA","protein-coding gene"
"5469","9234","mediator complex subunit 1","MED1","protein-coding gene"
"5467","9235","peroxisome proliferator activated receptor delta","PPARD","protein-coding gene"
"5468","9236","peroxisome proliferator activated receptor gamma","PPARG","protein-coding gene"
"10891","9237","PPARG coactivator 1 alpha","PPARGC1A","protein-coding gene"
"5471","9238","phosphoribosyl pyrophosphate amidotransferase","PPAT","protein-coding gene"
"100289640","9239","phosphoribosyl pyrophosphate amidotransferase pseudogene 1","PPATP1","pseudogene"
"5473","9240","pro-platelet basic protein","PPBP","protein-coding gene"
"728045","9241","pro-platelet basic protein pseudogene 1","PPBPP1","pseudogene"
"5475","9243","protein phosphatase with EF-hand domain 1","PPEF1","protein-coding gene"
"5470","9244","protein phosphatase with EF-hand domain 2","PPEF2","protein-coding gene"
"8500","9245","PTPRF interacting protein alpha 1","PPFIA1","protein-coding gene"
"8499","9246","PTPRF interacting protein alpha 2","PPFIA2","protein-coding gene"
"8541","9247","PTPRF interacting protein alpha 3","PPFIA3","protein-coding gene"
"8497","9248","PTPRF interacting protein alpha 4","PPFIA4","protein-coding gene"
"8496","9249","PPFIA binding protein 1","PPFIBP1","protein-coding gene"
"8495","9250","PPFIA binding protein 2","PPFIBP2","protein-coding gene"
"5476","9251","cathepsin A","CTSA","protein-coding gene"
"5478","9253","peptidylprolyl isomerase A","PPIA","protein-coding gene"
"100288185","9254","peptidylprolyl isomerase A pseudogene 1","PPIAP1","pseudogene"
"5479","9255","peptidylprolyl isomerase B","PPIB","protein-coding gene"
"5480","9256","peptidylprolyl isomerase C","PPIC","protein-coding gene"
"5481","9257","peptidylprolyl isomerase D","PPID","protein-coding gene"
"10450","9258","peptidylprolyl isomerase E","PPIE","protein-coding gene"
"10105","9259","peptidylprolyl isomerase F","PPIF","protein-coding gene"
